datetime,filename,rows
2025-12-14T15:57:15.631262,data_20251214_155715.csv,18
2025-12-14T15:57:20.635169,data_20251214_155720.csv,11
2025-12-14T15:57:25.639800,data_20251214_155725.csv,25
2025-12-14T15:57:30.644199,data_20251214_155730.csv,20
2025-12-14T15:57:35.651972,data_20251214_155735.csv,11
2025-12-14T15:57:40.661118,data_20251214_155740.csv,9
2025-12-14T15:57:45.666333,data_20251214_155745.csv,17
2025-12-14T15:57:50.671519,data_20251214_155750.csv,7
2025-12-14T15:57:55.680015,data_20251214_155755.csv,11
2025-12-14T15:58:00.684196,data_20251214_155800.csv,17
2025-12-14T15:58:05.692978,data_20251214_155805.csv,17
2025-12-14T15:58:10.701193,data_20251214_155810.csv,14
2025-12-14T15:58:15.709053,data_20251214_155815.csv,8
2025-12-14T15:58:20.715344,data_20251214_155820.csv,17
2025-12-14T15:58:25.722550,data_20251214_155825.csv,23
2025-12-14T15:58:30.725961,data_20251214_155830.csv,21
2025-12-14T15:58:35.732011,data_20251214_155835.csv,18
2025-12-14T15:58:40.736768,data_20251214_155840.csv,21
2025-12-14T15:58:45.744504,data_20251214_155845.csv,22
2025-12-14T15:58:50.749674,data_20251214_155850.csv,6
2025-12-14T15:58:55.758156,data_20251214_155855.csv,22
2025-12-14T15:59:00.767309,data_20251214_155900.csv,8
2025-12-14T15:59:05.775440,data_20251214_155905.csv,24
2025-12-14T15:59:10.784897,data_20251214_155910.csv,15
2025-12-14T15:59:15.788181,data_20251214_155915.csv,15
2025-12-14T15:59:20.797193,data_20251214_155920.csv,8
2025-12-14T15:59:25.802809,data_20251214_155925.csv,21
2025-12-14T15:59:30.811466,data_20251214_155930.csv,18
2025-12-14T15:59:35.816109,data_20251214_155935.csv,23
2025-12-14T15:59:40.822619,data_20251214_155940.csv,10
2025-12-14T15:59:45.829310,data_20251214_155945.csv,6
2025-12-14T15:59:50.834861,data_20251214_155950.csv,6
2025-12-14T15:59:55.836525,data_20251214_155955.csv,17
2025-12-14T16:00:00.844035,data_20251214_160000.csv,8
2025-12-14T16:00:05.852281,data_20251214_160005.csv,21
2025-12-14T16:00:10.856977,data_20251214_160010.csv,19
2025-12-14T16:00:15.864957,data_20251214_160015.csv,15
2025-12-14T16:00:20.873269,data_20251214_160020.csv,20
2025-12-14T16:00:25.880076,data_20251214_160025.csv,7
2025-12-14T16:00:30.888212,data_20251214_160030.csv,19
2025-12-14T16:00:35.893024,data_20251214_160035.csv,13
2025-12-14T16:00:40.901554,data_20251214_160040.csv,14
2025-12-14T16:00:45.908331,data_20251214_160045.csv,14
2025-12-14T16:00:50.915828,data_20251214_160050.csv,25
2025-12-14T16:00:55.918878,data_20251214_160055.csv,15
2025-12-14T16:01:00.926737,data_20251214_160100.csv,16
2025-12-14T16:01:05.932264,data_20251214_160105.csv,6
2025-12-14T16:01:10.939220,data_20251214_160110.csv,24
2025-12-14T16:01:15.946739,data_20251214_160115.csv,25
2025-12-14T16:01:20.952873,data_20251214_160120.csv,16
2025-12-14T16:01:25.960076,data_20251214_160125.csv,13
2025-12-14T16:01:30.964376,data_20251214_160130.csv,20
2025-12-14T16:01:35.971363,data_20251214_160135.csv,5
2025-12-14T16:01:40.980264,data_20251214_160140.csv,15
2025-12-14T16:01:45.988288,data_20251214_160145.csv,24
2025-12-14T16:01:50.993389,data_20251214_160150.csv,18
2025-12-14T16:01:55.998573,data_20251214_160155.csv,17
2025-12-14T16:02:01.007195,data_20251214_160201.csv,13
2025-12-14T16:02:06.016125,data_20251214_160206.csv,11
2025-12-14T16:02:11.022329,data_20251214_160211.csv,10
2025-12-14T16:02:16.029765,data_20251214_160216.csv,16
2025-12-14T16:02:21.037763,data_20251214_160221.csv,18
2025-12-14T16:02:26.045261,data_20251214_160226.csv,15
2025-12-14T16:02:31.052308,data_20251214_160231.csv,7
2025-12-14T16:02:36.057620,data_20251214_160236.csv,17
2025-12-14T16:02:41.063981,data_20251214_160241.csv,22
2025-12-14T16:02:46.070469,data_20251214_160246.csv,16
2025-12-14T16:02:51.076696,data_20251214_160251.csv,11
2025-12-14T16:02:56.085935,data_20251214_160256.csv,15
2025-12-14T16:03:01.090012,data_20251214_160301.csv,18
2025-12-14T16:03:06.098434,data_20251214_160306.csv,22
2025-12-14T16:03:11.104486,data_20251214_160311.csv,22
2025-12-14T16:03:16.108666,data_20251214_160316.csv,8
2025-12-14T16:03:21.118293,data_20251214_160321.csv,5
2025-12-14T16:03:26.126904,data_20251214_160326.csv,20
2025-12-14T16:03:31.130215,data_20251214_160331.csv,7
2025-12-14T16:03:36.136972,data_20251214_160336.csv,9
2025-12-14T16:03:41.140196,data_20251214_160341.csv,8
2025-12-14T16:03:46.144239,data_20251214_160346.csv,22
2025-12-14T16:03:51.148295,data_20251214_160351.csv,14
2025-12-14T16:03:56.156157,data_20251214_160356.csv,25
2025-12-14T16:04:01.161746,data_20251214_160401.csv,25
2025-12-14T16:04:06.169370,data_20251214_160406.csv,25
2025-12-14T16:04:11.173633,data_20251214_160411.csv,6
2025-12-14T16:04:16.179251,data_20251214_160416.csv,13
2025-12-14T16:04:21.185885,data_20251214_160421.csv,5
2025-12-14T16:04:26.190331,data_20251214_160426.csv,11
2025-12-14T16:04:31.197185,data_20251214_160431.csv,12
2025-12-14T16:04:36.204798,data_20251214_160436.csv,23
2025-12-14T16:04:41.210489,data_20251214_160441.csv,22
2025-12-14T16:04:46.218992,data_20251214_160446.csv,8
2025-12-14T16:04:51.225813,data_20251214_160451.csv,9
2025-12-14T16:04:56.231830,data_20251214_160456.csv,14
2025-12-14T16:05:01.240234,data_20251214_160501.csv,7
2025-12-14T16:05:06.248379,data_20251214_160506.csv,8
2025-12-14T16:05:11.253896,data_20251214_160511.csv,12
2025-12-14T16:05:16.256823,data_20251214_160516.csv,6
2025-12-14T16:05:21.262608,data_20251214_160521.csv,15
2025-12-14T16:05:26.266874,data_20251214_160526.csv,6
2025-12-14T16:05:31.274745,data_20251214_160531.csv,7
2025-12-14T16:05:36.281094,data_20251214_160536.csv,23
2025-12-14T16:05:41.287254,data_20251214_160541.csv,9
2025-12-14T16:05:46.291786,data_20251214_160546.csv,16
2025-12-14T16:05:51.300240,data_20251214_160551.csv,20
2025-12-14T16:05:56.306789,data_20251214_160556.csv,20
2025-12-14T16:06:01.310198,data_20251214_160601.csv,12
2025-12-14T16:06:06.313638,data_20251214_160606.csv,15
2025-12-14T16:06:11.321934,data_20251214_160611.csv,16
2025-12-14T16:06:16.325400,data_20251214_160616.csv,11
2025-12-14T16:06:21.329670,data_20251214_160621.csv,23
2025-12-14T16:06:26.334476,data_20251214_160626.csv,6
2025-12-14T16:06:31.340357,data_20251214_160631.csv,5
2025-12-14T16:06:36.346376,data_20251214_160636.csv,7
2025-12-14T16:06:41.351022,data_20251214_160641.csv,21
2025-12-14T16:06:46.356124,data_20251214_160646.csv,22
2025-12-14T16:06:51.363965,data_20251214_160651.csv,9
2025-12-14T16:06:56.369858,data_20251214_160656.csv,5
2025-12-14T16:07:01.373780,data_20251214_160701.csv,10
2025-12-14T16:07:06.380509,data_20251214_160706.csv,5
2025-12-14T16:07:11.388193,data_20251214_160711.csv,18
2025-12-14T16:07:16.397250,data_20251214_160716.csv,12
2025-12-14T16:07:21.402798,data_20251214_160721.csv,24
2025-12-14T16:07:26.408392,data_20251214_160726.csv,8
2025-12-14T16:07:31.414419,data_20251214_160731.csv,19
2025-12-14T16:07:36.418927,data_20251214_160736.csv,8
2025-12-14T16:07:41.421834,data_20251214_160741.csv,15
2025-12-14T16:07:46.426010,data_20251214_160746.csv,23
2025-12-14T16:07:51.434265,data_20251214_160751.csv,23
2025-12-14T16:07:56.439269,data_20251214_160756.csv,19
2025-12-14T16:08:01.446988,data_20251214_160801.csv,7
2025-12-14T16:08:06.455512,data_20251214_160806.csv,23
2025-12-14T16:08:11.463836,data_20251214_160811.csv,25
2025-12-14T16:08:16.472559,data_20251214_160816.csv,11
2025-12-14T16:08:21.476043,data_20251214_160821.csv,12
2025-12-14T16:08:26.482752,data_20251214_160826.csv,24
2025-12-14T16:08:31.489256,data_20251214_160831.csv,10
2025-12-14T16:08:36.492444,data_20251214_160836.csv,14
2025-12-14T16:08:41.501078,data_20251214_160841.csv,9
2025-12-14T16:08:46.508408,data_20251214_160846.csv,6
2025-12-14T16:08:51.514336,data_20251214_160851.csv,13
2025-12-14T16:08:56.520689,data_20251214_160856.csv,22
2025-12-14T16:09:01.529322,data_20251214_160901.csv,5
2025-12-14T16:09:06.536980,data_20251214_160906.csv,19
2025-12-14T16:09:11.540402,data_20251214_160911.csv,9
2025-12-14T16:09:16.544181,data_20251214_160916.csv,14
2025-12-14T16:09:21.548840,data_20251214_160921.csv,14
2025-12-14T16:09:26.554598,data_20251214_160926.csv,19
2025-12-14T16:09:31.561702,data_20251214_160931.csv,25
2025-12-14T16:09:36.569635,data_20251214_160936.csv,12
2025-12-14T16:09:41.573634,data_20251214_160941.csv,12
2025-12-14T16:09:46.577598,data_20251214_160946.csv,13
2025-12-14T16:09:51.580310,data_20251214_160951.csv,9
2025-12-14T16:09:56.583117,data_20251214_160956.csv,6
2025-12-14T16:10:01.585196,data_20251214_161001.csv,14
2025-12-14T16:10:06.587823,data_20251214_161006.csv,22
2025-12-14T16:10:11.589778,data_20251214_161011.csv,24
2025-12-14T16:10:16.592058,data_20251214_161016.csv,22
2025-12-14T16:10:21.594118,data_20251214_161021.csv,15
2025-12-14T16:10:26.596750,data_20251214_161026.csv,5
2025-12-14T16:10:31.601780,data_20251214_161031.csv,7
2025-12-14T16:10:36.604868,data_20251214_161036.csv,7
2025-12-14T16:10:41.606215,data_20251214_161041.csv,6
2025-12-14T16:10:46.609945,data_20251214_161046.csv,18
2025-12-14T16:10:51.615125,data_20251214_161051.csv,5
2025-12-14T16:10:56.618892,data_20251214_161056.csv,10
2025-12-14T16:11:01.621825,data_20251214_161101.csv,12
2025-12-14T16:11:06.625105,data_20251214_161106.csv,18
2025-12-14T16:11:11.629183,data_20251214_161111.csv,19
2025-12-14T16:11:16.631882,data_20251214_161116.csv,18
2025-12-14T16:11:21.634214,data_20251214_161121.csv,5
2025-12-14T16:11:26.637612,data_20251214_161126.csv,8
2025-12-14T16:11:31.642030,data_20251214_161131.csv,22
2025-12-14T16:11:36.646025,data_20251214_161136.csv,11
2025-12-14T16:11:41.647229,data_20251214_161141.csv,6
2025-12-14T16:11:46.649492,data_20251214_161146.csv,9
2025-12-14T16:11:51.657064,data_20251214_161151.csv,20
2025-12-14T16:11:56.659729,data_20251214_161156.csv,17
2025-12-14T16:12:01.663478,data_20251214_161201.csv,16
2025-12-14T16:12:06.665576,data_20251214_161206.csv,20
2025-12-14T16:12:11.670832,data_20251214_161211.csv,20
2025-12-14T16:12:16.678136,data_20251214_161216.csv,12
2025-12-14T16:12:21.683996,data_20251214_161221.csv,9
2025-12-14T16:12:26.687919,data_20251214_161226.csv,5
2025-12-14T16:12:31.691721,data_20251214_161231.csv,25
2025-12-14T16:12:36.695460,data_20251214_161236.csv,9
2025-12-14T16:12:41.698147,data_20251214_161241.csv,24
2025-12-14T16:12:46.701094,data_20251214_161246.csv,9
2025-12-14T16:12:51.703641,data_20251214_161251.csv,25
2025-12-14T16:12:56.705577,data_20251214_161256.csv,8
2025-12-14T16:13:01.711559,data_20251214_161301.csv,10
2025-12-14T16:13:06.715522,data_20251214_161306.csv,5
2025-12-14T16:13:11.720982,data_20251214_161311.csv,20
2025-12-14T16:13:16.725367,data_20251214_161316.csv,11
2025-12-14T16:13:21.728968,data_20251214_161321.csv,25
2025-12-14T16:13:26.732876,data_20251214_161326.csv,10
2025-12-14T16:13:31.735145,data_20251214_161331.csv,9
2025-12-14T16:13:36.738043,data_20251214_161336.csv,25
2025-12-14T16:13:41.741962,data_20251214_161341.csv,15
2025-12-14T16:13:46.745395,data_20251214_161346.csv,19
2025-12-14T16:13:51.747692,data_20251214_161351.csv,22
2025-12-14T16:13:56.750554,data_20251214_161356.csv,13
2025-12-14T16:14:01.753164,data_20251214_161401.csv,22
2025-12-14T16:14:06.755417,data_20251214_161406.csv,8
2025-12-14T16:14:11.757108,data_20251214_161411.csv,20
2025-12-14T16:14:16.760275,data_20251214_161416.csv,16
2025-12-14T16:14:21.764628,data_20251214_161421.csv,5
2025-12-14T16:14:26.771215,data_20251214_161426.csv,13
2025-12-14T16:14:31.773536,data_20251214_161431.csv,19
2025-12-14T16:14:36.777511,data_20251214_161436.csv,14
2025-12-14T16:14:41.778813,data_20251214_161441.csv,10
2025-12-14T16:14:46.780295,data_20251214_161446.csv,16
2025-12-14T16:14:51.782141,data_20251214_161451.csv,9
2025-12-14T16:14:56.784213,data_20251214_161456.csv,24
2025-12-14T16:15:01.787788,data_20251214_161501.csv,5
2025-12-14T16:15:06.791400,data_20251214_161506.csv,25
2025-12-14T16:15:11.795381,data_20251214_161511.csv,17
2025-12-14T16:15:16.799382,data_20251214_161516.csv,13
2025-12-14T16:15:21.801645,data_20251214_161521.csv,18
2025-12-14T16:15:26.803735,data_20251214_161526.csv,21
2025-12-14T16:15:31.807731,data_20251214_161531.csv,24
2025-12-14T16:15:36.810696,data_20251214_161536.csv,20
2025-12-14T16:15:41.812943,data_20251214_161541.csv,8
2025-12-14T16:15:46.815121,data_20251214_161546.csv,23
2025-12-14T16:15:51.817718,data_20251214_161551.csv,15
2025-12-14T16:15:56.821350,data_20251214_161556.csv,6
2025-12-14T16:16:01.824455,data_20251214_161601.csv,14
2025-12-14T16:16:06.827998,data_20251214_161606.csv,23
2025-12-14T16:16:11.829934,data_20251214_161611.csv,24
2025-12-14T16:16:16.834740,data_20251214_161616.csv,23
2025-12-14T16:16:21.838930,data_20251214_161621.csv,24
2025-12-14T16:16:26.845059,data_20251214_161626.csv,15
2025-12-14T16:16:31.848321,data_20251214_161631.csv,22
2025-12-14T16:16:36.850196,data_20251214_161636.csv,19
2025-12-14T16:16:41.853460,data_20251214_161641.csv,22
2025-12-14T16:16:46.855868,data_20251214_161646.csv,11
2025-12-14T16:16:51.858284,data_20251214_161651.csv,25
2025-12-14T16:16:56.862459,data_20251214_161656.csv,8
2025-12-14T16:17:01.864828,data_20251214_161701.csv,18
2025-12-14T16:17:06.866923,data_20251214_161706.csv,14
2025-12-14T16:17:11.872180,data_20251214_161711.csv,11
2025-12-14T16:17:16.880688,data_20251214_161716.csv,22
2025-12-14T16:17:21.882618,data_20251214_161721.csv,24
2025-12-14T16:17:26.884454,data_20251214_161726.csv,24
2025-12-14T16:17:31.891698,data_20251214_161731.csv,6
2025-12-14T16:17:36.897741,data_20251214_161736.csv,7
2025-12-14T16:17:41.900766,data_20251214_161741.csv,14
2025-12-14T16:17:46.902146,data_20251214_161746.csv,9
2025-12-14T16:17:51.906335,data_20251214_161751.csv,5
2025-12-14T16:17:56.908909,data_20251214_161756.csv,9
2025-12-14T16:18:01.913960,data_20251214_161801.csv,23
2025-12-14T16:18:06.917209,data_20251214_161806.csv,7
2025-12-14T16:18:11.921138,data_20251214_161811.csv,23
2025-12-14T16:18:16.926209,data_20251214_161816.csv,19
2025-12-14T16:18:21.927191,data_20251214_161821.csv,8
2025-12-14T16:18:26.930474,data_20251214_161826.csv,8
2025-12-14T16:18:31.932517,data_20251214_161831.csv,20
2025-12-14T16:18:36.934917,data_20251214_161836.csv,16
2025-12-14T16:18:41.938729,data_20251214_161841.csv,21
2025-12-14T16:18:46.940635,data_20251214_161846.csv,20
2025-12-14T16:18:51.941734,data_20251214_161851.csv,13
2025-12-14T16:18:56.943870,data_20251214_161856.csv,21
2025-12-14T16:19:01.950642,data_20251214_161901.csv,22
2025-12-14T16:19:06.953562,data_20251214_161906.csv,10
2025-12-14T16:19:11.962635,data_20251214_161911.csv,8
2025-12-14T16:19:16.967478,data_20251214_161916.csv,6
2025-12-14T16:19:21.971777,data_20251214_161921.csv,12
2025-12-14T16:19:26.975752,data_20251214_161926.csv,21
2025-12-14T16:19:31.983062,data_20251214_161931.csv,6
2025-12-14T16:19:36.985223,data_20251214_161936.csv,9
2025-12-14T16:19:41.990349,data_20251214_161941.csv,22
2025-12-14T16:19:46.997203,data_20251214_161946.csv,13
2025-12-14T16:19:52.002798,data_20251214_161952.csv,17
2025-12-14T16:19:57.004528,data_20251214_161957.csv,8
2025-12-14T16:20:02.006465,data_20251214_162002.csv,10
2025-12-14T16:20:07.013285,data_20251214_162007.csv,16
2025-12-14T16:20:12.022089,data_20251214_162012.csv,8
2025-12-14T16:20:17.030750,data_20251214_162017.csv,19
2025-12-14T16:20:22.034458,data_20251214_162022.csv,21
2025-12-14T16:20:27.039965,data_20251214_162027.csv,24
2025-12-14T16:20:32.043402,data_20251214_162032.csv,8
2025-12-14T16:20:37.051567,data_20251214_162037.csv,14
2025-12-14T16:20:42.055326,data_20251214_162042.csv,16
2025-12-14T16:20:47.057444,data_20251214_162047.csv,12
2025-12-14T16:20:52.059724,data_20251214_162052.csv,5
2025-12-14T16:20:57.065101,data_20251214_162057.csv,14
2025-12-14T16:21:02.067533,data_20251214_162102.csv,24
2025-12-14T16:21:07.070316,data_20251214_162107.csv,8
2025-12-14T16:21:12.072741,data_20251214_162112.csv,25
2025-12-14T16:21:17.075374,data_20251214_162117.csv,13
2025-12-14T16:21:22.075906,data_20251214_162122.csv,7
2025-12-14T16:21:27.086106,data_20251214_162127.csv,9
2025-12-14T16:21:32.087824,data_20251214_162132.csv,17
2025-12-14T16:21:37.090883,data_20251214_162137.csv,11
2025-12-14T16:21:42.100518,data_20251214_162142.csv,11
2025-12-14T16:21:47.103255,data_20251214_162147.csv,10
2025-12-14T16:21:52.111615,data_20251214_162152.csv,19
2025-12-14T16:21:57.114885,data_20251214_162157.csv,13
2025-12-14T16:22:02.122932,data_20251214_162202.csv,23
2025-12-14T16:22:07.128942,data_20251214_162207.csv,11
2025-12-14T16:22:12.131501,data_20251214_162212.csv,20
2025-12-14T16:22:17.139796,data_20251214_162217.csv,14
2025-12-14T16:22:22.146330,data_20251214_162222.csv,15
2025-12-14T16:22:27.149204,data_20251214_162227.csv,22
2025-12-14T16:22:32.153455,data_20251214_162232.csv,20
2025-12-14T16:22:37.157232,data_20251214_162237.csv,14
2025-12-14T16:22:42.159171,data_20251214_162242.csv,10
2025-12-14T16:22:47.160360,data_20251214_162247.csv,22
2025-12-14T16:22:52.163531,data_20251214_162252.csv,10
2025-12-14T16:22:57.167638,data_20251214_162257.csv,21
2025-12-14T16:23:02.172308,data_20251214_162302.csv,22
2025-12-14T16:23:07.177341,data_20251214_162307.csv,21
2025-12-14T16:23:12.184661,data_20251214_162312.csv,24
2025-12-14T16:23:17.190918,data_20251214_162317.csv,25
2025-12-14T16:23:22.198840,data_20251214_162322.csv,7
2025-12-14T16:23:27.207092,data_20251214_162327.csv,8
2025-12-14T16:23:32.213879,data_20251214_162332.csv,19
2025-12-14T16:23:37.219197,data_20251214_162337.csv,10
2025-12-14T16:23:42.226526,data_20251214_162342.csv,10
2025-12-14T16:23:47.233428,data_20251214_162347.csv,17
2025-12-14T16:23:52.240324,data_20251214_162352.csv,7
2025-12-14T16:23:57.249505,data_20251214_162357.csv,16
2025-12-14T16:24:02.252722,data_20251214_162402.csv,17
2025-12-14T16:24:07.258252,data_20251214_162407.csv,21
2025-12-14T16:24:12.266374,data_20251214_162412.csv,20
2025-12-14T16:24:17.275280,data_20251214_162417.csv,10
2025-12-14T16:24:22.283928,data_20251214_162422.csv,17
2025-12-14T16:24:27.290945,data_20251214_162427.csv,17
2025-12-14T16:24:32.299358,data_20251214_162432.csv,5
2025-12-14T16:24:37.306274,data_20251214_162437.csv,11
2025-12-14T16:24:42.309904,data_20251214_162442.csv,11
2025-12-14T16:24:47.312986,data_20251214_162447.csv,12
2025-12-14T16:24:52.317226,data_20251214_162452.csv,10
2025-12-14T16:24:57.324576,data_20251214_162457.csv,16
2025-12-14T16:25:02.328300,data_20251214_162502.csv,14
2025-12-14T16:25:07.332648,data_20251214_162507.csv,13
2025-12-14T16:25:12.335539,data_20251214_162512.csv,14
2025-12-14T16:25:17.338587,data_20251214_162517.csv,19
2025-12-14T16:25:22.341556,data_20251214_162522.csv,18
2025-12-14T16:25:27.344777,data_20251214_162527.csv,9
2025-12-14T16:25:32.346904,data_20251214_162532.csv,20
2025-12-14T16:25:37.348860,data_20251214_162537.csv,5
2025-12-14T16:25:42.351517,data_20251214_162542.csv,12
2025-12-14T16:25:47.355366,data_20251214_162547.csv,20
2025-12-14T16:25:52.357201,data_20251214_162552.csv,17
2025-12-14T16:25:57.360008,data_20251214_162557.csv,18
2025-12-14T16:26:02.362942,data_20251214_162602.csv,23
2025-12-14T16:26:07.365866,data_20251214_162607.csv,10
2025-12-14T16:26:12.369982,data_20251214_162612.csv,7
2025-12-14T16:26:17.373503,data_20251214_162617.csv,24
2025-12-14T16:26:22.374692,data_20251214_162622.csv,12
2025-12-14T16:26:27.377973,data_20251214_162627.csv,10
2025-12-14T16:26:32.380768,data_20251214_162632.csv,13
2025-12-14T16:26:37.383451,data_20251214_162637.csv,15
2025-12-14T16:26:42.386655,data_20251214_162642.csv,20
2025-12-14T16:26:47.391327,data_20251214_162647.csv,14
2025-12-14T16:26:52.394627,data_20251214_162652.csv,25
2025-12-14T16:26:57.398402,data_20251214_162657.csv,25
2025-12-14T16:27:02.402409,data_20251214_162702.csv,15
2025-12-14T16:27:07.405167,data_20251214_162707.csv,10
2025-12-14T16:27:12.409817,data_20251214_162712.csv,19
2025-12-14T16:27:17.412610,data_20251214_162717.csv,5
2025-12-14T16:27:22.416824,data_20251214_162722.csv,18
2025-12-14T16:27:27.419899,data_20251214_162727.csv,18
2025-12-14T16:27:32.423315,data_20251214_162732.csv,6
2025-12-14T16:27:37.427669,data_20251214_162737.csv,9
2025-12-14T16:27:42.431360,data_20251214_162742.csv,18
2025-12-14T16:27:47.434535,data_20251214_162747.csv,16
2025-12-14T16:27:52.437519,data_20251214_162752.csv,22
2025-12-14T16:27:57.440034,data_20251214_162757.csv,19
2025-12-14T16:28:02.443304,data_20251214_162802.csv,24
2025-12-14T16:28:07.447213,data_20251214_162807.csv,9
2025-12-14T16:28:12.452192,data_20251214_162812.csv,9
2025-12-14T16:28:17.455426,data_20251214_162817.csv,19
2025-12-14T16:28:22.458941,data_20251214_162822.csv,5
2025-12-14T16:28:27.464856,data_20251214_162827.csv,8
2025-12-14T16:28:32.468596,data_20251214_162832.csv,22
2025-12-14T16:28:37.472227,data_20251214_162837.csv,15
2025-12-14T16:28:42.476716,data_20251214_162842.csv,24
2025-12-14T16:28:47.480416,data_20251214_162847.csv,6
2025-12-14T16:28:52.483241,data_20251214_162852.csv,23
2025-12-14T16:28:57.489931,data_20251214_162857.csv,14
2025-12-14T16:29:02.491513,data_20251214_162902.csv,12
2025-12-14T16:29:07.497743,data_20251214_162907.csv,23
2025-12-14T16:29:12.502295,data_20251214_162912.csv,19
2025-12-14T16:29:17.505225,data_20251214_162917.csv,24
2025-12-14T16:29:22.509241,data_20251214_162922.csv,17
2025-12-14T16:29:27.514272,data_20251214_162927.csv,25
2025-12-14T16:29:32.519372,data_20251214_162932.csv,24
2025-12-14T16:29:37.524437,data_20251214_162937.csv,16
2025-12-14T16:29:42.529625,data_20251214_162942.csv,24
2025-12-14T16:29:47.532253,data_20251214_162947.csv,9
2025-12-14T16:29:52.534951,data_20251214_162952.csv,12
2025-12-14T16:29:57.537232,data_20251214_162957.csv,24
2025-12-14T16:30:02.542232,data_20251214_163002.csv,13
2025-12-14T16:30:07.547349,data_20251214_163007.csv,10
2025-12-14T16:30:12.554116,data_20251214_163012.csv,25
2025-12-14T16:30:17.558967,data_20251214_163017.csv,18
2025-12-14T16:30:22.563110,data_20251214_163022.csv,19
2025-12-14T16:30:27.568954,data_20251214_163027.csv,14
2025-12-14T16:30:32.578062,data_20251214_163032.csv,17
2025-12-14T16:30:37.585821,data_20251214_163037.csv,6
2025-12-14T16:30:42.593169,data_20251214_163042.csv,8
2025-12-14T16:30:47.600605,data_20251214_163047.csv,18
2025-12-14T16:30:52.609302,data_20251214_163052.csv,25
2025-12-14T16:30:57.617909,data_20251214_163057.csv,14
2025-12-14T16:31:02.625743,data_20251214_163102.csv,10
2025-12-14T16:31:07.630188,data_20251214_163107.csv,18
2025-12-14T16:31:12.638776,data_20251214_163112.csv,6
